,date,tic,open,high,low,close,volume,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,vix,turbulence
0,2023-07-03,ADVANC.BK,215.0,215.0,210.0,199.5751495361328,4078500.0,0.0,-0.5535005471864451,208.15771044466734,196.35854016568422,49.755300921263476,-35.39414973808905,10.953674469448558,201.26966196695963,200.89310633341472,13.569999694824219,18.11171155541957
0,2023-07-03,AOT.BK,72.0,72.25,71.5,71.31950378417969,5650600.0,0.0,0.046954032588587324,72.2805561009641,70.06024666392847,49.93016183075635,59.91308012425699,13.263847305828435,70.87220128377278,71.47688433329265,13.569999694824219,18.11171155541957
0,2023-07-03,BANPU.BK,8.850000381469727,8.949999809265137,8.800000190734863,8.069722175598145,49634200.0,0.0,0.05327147562554302,8.414751563488718,7.62042204338384,48.18409712859312,53.304433740189225,5.875709559625514,7.829444408416748,8.08473060131073,13.569999694824219,18.11171155541957
0,2023-07-03,BTS.BK,7.5,7.699999809265137,7.400000095367432,7.542051315307617,35295800.0,0.0,0.005541895101124794,7.609182528543216,6.950894375753658,53.58045237900245,91.38927959332042,8.557151409692288,7.2628974437713625,7.342888935407003,13.569999694824219,18.11171155541957
0,2023-07-03,CPALL.BK,62.75,63.0,61.75,61.918453216552734,12954200.0,0.0,-0.3612301155945161,63.9842654098379,59.803501618970685,49.725518832358354,-34.01664903098309,6.257553940657617,61.91845423380534,61.96614100138346,13.569999694824219,18.11171155541957
0,2023-07-03,CPF.BK,19.799999237060547,19.799999237060547,19.5,19.443599700927734,8309700.0,0.0,-0.24370242001339193,21.792953793829096,18.675265581781257,43.32043799675633,-82.37167336927075,35.2641056494913,20.072079849243163,19.999400647481284,13.569999694824219,18.11171155541957
0,2023-07-03,IRPC.BK,2.299999952316284,2.319999933242798,2.259999990463257,2.265326499938965,20945200.0,0.0,-0.022540533925661244,2.399577131034986,2.1566841461638053,45.013664018451465,0.2690629967514472,14.590898062077992,2.260073677698771,2.3260636289914447,13.569999694824219,18.11171155541957
0,2023-07-03,KBANK.BK,130.0,131.5,129.5,123.10009002685547,5991600.0,0.0,-0.6216860330153224,125.74846445162606,119.74694494168449,49.46191409921627,-19.85076202921126,17.235289702200284,123.27236811319987,122.87665328979492,13.569999694824219,18.11171155541957
0,2023-07-03,LH.BK,8.5,8.5,8.399999618530273,7.916641712188721,13228000.0,0.0,-0.1025617948613089,8.143332386516025,7.694636678196498,42.19611228356034,-33.487290376321305,17.7776519484632,7.965047836303711,8.328211220105489,13.569999694824219,18.11171155541957
0,2023-07-03,MBK.BK,17.200000762939453,17.200000762939453,16.799999237060547,16.135711669921875,1202100.0,0.0,0.14538751433644137,16.655044726259543,15.568638440244362,54.43385325532139,59.23035410189512,14.493627588774988,15.791991933186848,15.352795108159382,13.569999694824219,18.11171155541957
0,2023-07-03,PTT.BK,33.75,33.75,33.25,30.83878517150879,48102400.0,0.0,0.38122874020045927,30.54797243758004,27.86160779313285,61.72198142713143,277.41252796585155,31.958009581589142,28.93629328409831,28.90177240371704,13.569999694824219,18.11171155541957
0,2023-07-03,RATCH.BK,36.0,36.25,36.0,33.32856750488281,1265000.0,0.0,-0.30484052796414574,35.19840541428982,32.82427334242405,42.203199458900805,-82.29387006071194,30.241680260758553,33.89175821940104,34.62082010904948,13.569999694824219,18.11171155541957
0,2023-07-03,SCC.BK,323.0,325.0,320.0,314.073974609375,1474000.0,0.0,-1.6499080375974131,326.9998004593061,307.5262462936236,48.85166590582847,-83.86303642961533,26.461734422077814,317.6495737711588,313.25233459472656,13.569999694824219,18.11171155541957
0,2023-07-03,SIRI.BK,1.9199999570846558,1.940000057220459,1.899999976158142,1.6565366983413696,75133300.0,0.0,0.016281835882883566,1.6778878400437078,1.5480448415168084,56.86636626101832,100.28880038669378,19.752953990370322,1.5791741450627645,1.5774485846360524,13.569999694824219,18.11171155541957
0,2023-07-03,TISCO.BK,97.0,97.0,96.25,87.33113098144531,1481200.0,0.0,0.28483660223376717,88.05629124733537,86.65121455100447,55.7540617637983,27.26824649058936,14.301825812558148,87.27833709716796,85.50851860046387,13.569999694824219,18.11171155541957
0,2023-07-03,TOP.BK,44.75,44.75,44.0,40.8790283203125,2349200.0,0.0,-0.5546681874833936,42.96657817935101,39.41155063534625,43.300858592593436,-41.45856621531373,17.20236734950361,41.26178944905599,43.14880809783936,13.569999694824219,18.11171155541957
0,2023-07-03,TRUE.BK,6.550000190734863,6.599999904632568,6.400000095367432,6.5,41149100.0,0.0,-0.19013253562040155,7.17730465521133,5.9326953352519265,46.15830405791052,-41.76333452159075,5.520989957098478,6.618333307902018,7.241666618982951,13.569999694824219,18.11171155541957
1,2023-07-05,ADVANC.BK,215.0,218.0,215.0,203.34072875976562,6525600.0,2.0,-0.18857727442633632,208.22451249528598,196.38587721418668,53.93927268436426,66.37325872006316,1.2960167810535355,201.4265609741211,200.97155583699544,14.180000305175781,16.321376638262123
1,2023-07-05,AOT.BK,71.75,72.25,71.75,71.31950378417969,9552800.0,2.0,0.05047646411517803,72.03671184109581,70.57744144869912,49.930161830756354,63.295133663928524,11.447844303405596,70.9053347269694,71.49345118204752,14.180000305175781,16.321376638262123
1,2023-07-05,BANPU.BK,9.0,9.199999809265137,9.0,8.296401023864746,76850700.0,2.0,0.07730453137286553,8.390816007148135,7.7712971348654145,51.934850851688196,93.63695132507209,20.5899737406405,7.876291131973266,8.051588543256123,14.180000305175781,16.321376638262123
